R,F,M,C
5.5,2,377.96,0.0
0.67,4,87.94,0.0
5.0,2,130.46,0.0
5.2,2,357.95,0.0
5.93,2,477.95,0.0
5.13,2,253.97,0.0
1.27,2,350.47,0.00751455
7.33,2,293.96,0.0
1.43,2,79.98,0.0
6.57,2,279.98,0.0
6.8,2,119.97,0.0
2.67,2,44.93,0.0
5.8,2,313.97,0.045457300000000006
5.23,2,59.68,0.0
2.03,2,266.97,0.0
5.07,2,129.99,0.0
2.5,2,159.49,0.0601376
4.47,2,37.98,0.0
3.83,3,344.97,0.0
4.67,2,697.93,0.0
1.27,2,81.98,0.0
1.1,2,35.88,0.0
5.73,2,188.46,0.0990554
1.63,2,169.95,0.02647225
0.33,2,89.98,0.0
1.93,2,156.95,0.0843123
2.07,2,33.98,0.1330682
6.9,2,152.59,0.0
2.03,2,48.69,0.0
5.13,2,149.99,0.0
1.4,2,284.89,0.0
0.5,3,26.97,0.11118523332999998
2.6,3,39.97,0.0
1.27,3,137.55,0.0
3.43,2,245.98,0.0
3.8,2,118.41,0.02381395
6.93,2,233.97,0.0
5.7,3,483.96,0.0
6.63,2,119.98,0.0238131
3.27,2,67.02,0.0
6.83,2,35.9,0.0
2.83,2,52.96,0.0
6.4,3,58.87,0.0869858
3.97,3,171.96,0.03402053333
3.23,2,66.99,0.0909214
4.1,2,76.98,0.090937
3.43,2,249.98,0.0
8.4,2,347.49,0.0
1.93,2,78.29,0.02382965
4.27,3,453.96,0.0
1.77,3,83.88,0.0
2.1,3,87.41,0.014050266669999999
0.97,2,48.25,0.0871569
0.47,2,135.94,0.0
1.93,2,56.19,0.0
3.13,2,62.97,0.0
3.73,2,262.42,0.0
3.33,2,37.74,0.0
3.87,2,25.98,0.04548635
4.73,2,396.96,0.0145645
5.93,2,577.94,0.04717575
2.1,2,179.89,0.0
4.87,3,164.52,0.0
2.9,2,53.34,0.0
6.6,2,233.97,0.0
1.5,2,56.87,0.0
0.67,2,23.23,0.0
3.67,2,91.98,0.11905895
0.37,4,120.88,0.0
0.17,2,74.64,0.0
7.63,2,31.98,0.0
5.77,2,159.98,0.0
3.43,2,65.31,0.0
0.6,2,55.98,0.0
0.77,2,51.97,0.0
2.53,3,299.96,0.0
0.8,2,102.97,0.0713352
7.37,2,102.61,0.0
5.4,2,25.39,0.0
3.4,2,292.75,0.0
5.4,2,61.97,0.0
0.43,2,56.98,0.0
0.23,2,489.98,0.038463
4.07,2,29.41,0.0
3.03,2,259.98,0.03571685
3.0,2,81.97,0.09261545
3.3,2,145.97,0.0
2.87,3,179.97,0.0
6.17,2,183.24,0.008196700000000001
6.23,2,403.96,0.0
6.03,2,343.96,0.03271465
7.57,2,649.98,0.0
5.67,2,44.99,0.10002
7.43,3,91.97,0.0
2.7,2,26.46,0.0
1.53,2,127.98,0.02830635
3.97,2,273.97,0.0
2.47,2,47.97,0.0454804
0.23,3,195.5,0.0
6.37,2,259.98,0.0
4.17,2,26.32,0.0
5.27,4,58.32,0.0
6.2,2,27.98,0.08682469999999999
1.93,2,59.96,0.0
6.47,2,172.68,0.0
5.73,2,26.58,0.0
6.23,2,253.97,0.0
6.3,2,82.98,0.0
5.23,2,287.96,0.0
4.07,3,257.56,0.0
7.13,2,279.98,0.0
1.3,3,39.17,0.0
6.07,2,64.38,0.0
7.93,2,77.33,0.0
6.3,2,77.98,0.0
5.43,2,59.98,0.0
3.73,2,79.96,0.0
5.8,2,26.36,0.0
3.67,2,17.98,0.047670099999999986
4.0,2,307.97,0.0
3.93,2,69.97,0.0
3.47,2,29.98,0.047649300000000006
0.17,2,323.97,0.0
2.77,2,96.98,0.0
1.43,2,40.98,0.0
6.43,2,92.98,0.0
0.77,2,81.98,0.0
5.47,3,112.96,0.0
0.1,2,45.98,0.0
4.0,2,429.77,0.0
4.63,2,87.98,0.0
0.37,2,36.98,0.0
0.27,2,55.86,0.06861239999999999
7.73,4,108.79,0.0
2.9,4,160.02,0.006538425
4.73,2,22.54,0.0
4.67,2,70.37,0.0
7.9,2,25.98,0.0
1.1,2,62.98,0.0
0.2,2,23.98,0.0
1.8,2,19.98,0.0
4.5,2,19.94,0.0
6.17,2,71.89,0.0
0.23,2,76.88,0.06515085
4.0,2,159.98,0.0
5.27,2,287.96,0.04717575
4.17,2,41.44,0.0
2.97,2,213.97,0.0
2.7,3,123.17,0.0
6.17,2,268.97,0.0
4.2,2,299.98,0.0
3.53,4,236.88,0.0118936
4.13,5,120.0,0.0
4.5,2,273.97,0.03571685
1.7,2,177.15,0.00363865
2.4,2,88.97,0.0248002
4.07,2,43.44,0.0
1.87,4,96.96,0.0
5.17,2,9.98,0.0
5.97,4,733.93,0.0
6.2,2,57.98,0.0
4.83,2,56.92,0.0
0.27,2,36.86,0.0
5.93,2,22.16,0.0
3.5,2,239.98,0.0
6.7,2,253.97,0.0
6.3,2,47.82,0.0
0.47,2,62.55,0.0
6.67,2,253.97,0.0
3.53,2,259.98,0.0
0.4,2,85.9,0.07534980000000001
0.13,2,679.96,0.0
6.07,2,281.89,0.0
3.73,2,37.84,0.0824442
4.83,2,83.97,0.0
1.3,3,60.87,0.13112006667
7.1,2,24.94,0.0
5.47,2,83.49,0.0237851
4.2,2,259.98,0.03571685
6.67,2,60.97,0.0
0.0,2,119.96,0.0
6.07,2,58.97,0.0
4.07,2,94.99,0.0
6.3,2,88.4,0.0
2.0,2,135.59,0.0
0.73,2,93.1,0.0621651
4.83,2,91.98,0.02381235
2.27,2,125.32,0.0
4.0,2,65.98,0.04546605
6.47,2,39.98,0.0
6.17,2,43.27,0.0
0.47,2,119.72,0.00518075
4.1,2,79.99,0.0
8.53,2,519.98,0.0
2.53,2,66.48,0.0
2.27,2,404.92,0.0
2.97,3,80.86,0.02380096667
2.37,3,153.59,0.0
1.0,2,66.31,0.0
5.7,2,139.66,0.0
3.37,5,380.94,0.01592458
4.63,2,263.99,0.0
4.8,2,9.98,0.0
1.97,2,55.38,0.0
4.7,2,23.99,0.0
7.9,2,80.95,0.1211267
2.2,2,42.98,0.0
1.5,2,93.98,0.04546335
0.6,2,50.98,0.0
5.83,2,39.98,0.0
6.57,2,247.98,0.0
0.9,3,43.37,0.0
2.77,3,91.98,0.0
2.23,2,79.25,0.0
1.17,2,31.98,0.04547335
4.17,2,47.15,0.08333335
1.27,2,45.69,0.0
2.0,2,44.3,0.0
4.93,2,32.97,0.0
6.67,2,52.89,0.0
6.03,2,313.97,0.0
2.9,2,32.98,0.0
4.67,3,384.97,0.0
3.43,2,72.13,0.0
3.57,4,443.95,0.0
3.07,2,281.79,0.0
6.67,2,187.96,0.0
6.8,2,26.5,0.0
1.23,2,46.25,0.0
5.67,2,819.74,0.0
3.2,2,71.72,0.0
6.37,2,59.98,0.0
5.57,4,185.96,0.0
6.6,2,39.98,0.0
4.67,2,59.92,0.0
4.07,3,77.5,0.0
0.0,2,35.58,0.0
5.17,2,273.97,0.09890345
5.57,2,79.99,0.0
0.27,2,149.49,0.0
1.23,2,275.63,0.0
3.53,2,59.98,0.0
5.47,2,269.96,0.0
6.8,2,77.32,0.0
3.83,2,296.8,0.0
3.47,2,36.82,0.0
0.57,3,450.9,0.01356406667
1.33,2,55.42,0.0
5.53,2,89.98,0.0
2.67,2,376.04,0.0
2.2,2,199.98,0.0
2.5,2,271.96,0.0
5.5,2,9.98,0.0
4.0,2,58.15,0.0
3.27,4,83.96,0.022737125
7.67,2,59.98,0.0909366
5.87,4,167.88,0.0
6.23,2,135.98,0.0841864
3.53,2,299.98,0.0
3.73,2,179.94,0.0
6.4,2,239.98,0.0
5.37,2,22.16,0.0455291
1.5,2,44.87,0.0
6.2,2,65.98,0.0
3.8,3,85.95,0.0
6.53,2,209.98,0.0
6.8,3,48.97,0.0
0.43,2,59.97,0.0
1.7,2,69.98,0.0
2.87,2,111.97,0.0
0.6,2,70.35,0.0
4.77,4,375.88,0.0
4.73,2,266.97,0.0
0.23,2,104.97,0.0652336
5.63,2,283.97,0.0
5.9,2,173.35,0.0
1.07,2,39.98,0.0
1.53,2,34.18,0.0
1.23,2,32.47,0.0
4.9,2,35.89,0.0
0.13,2,29.98,0.0
7.5,2,28.78,0.0
2.7,2,389.97,0.0
4.8,2,157.98,0.08671519999999999
4.4,4,207.94,0.0
7.37,2,154.99,0.0
5.47,2,68.82,0.0
6.03,2,205.87,0.0
3.6,2,67.02,0.0
7.93,2,40.98,0.0833565
5.63,2,170.97,0.0
0.93,2,119.98,0.0
2.87,2,179.96,0.0
1.37,2,80.77,0.0
6.43,2,194.98,0.0
2.7,2,99.75,0.0
4.87,2,287.96,0.0
2.5,2,157.36,0.0
8.47,3,607.97,0.0
3.5,2,79.88,0.09093675
3.4,2,289.97,0.0
7.33,2,291.96,0.0
3.73,2,149.98,0.0
5.93,2,65.78,0.06921455
0.0,2,22.98,0.04548635
4.57,3,196.06,0.00991973333
5.2,2,299.98,0.0
3.93,2,60.76,0.0
3.67,2,159.98,0.0666711
5.8,2,25.44,0.0
8.23,2,279.98,0.0483902
2.6,2,19.94,0.0
4.83,3,538.89,0.0
7.63,4,67.84,0.0
4.1,2,159.98,0.0
6.2,2,159.96,0.0
3.97,2,149.98,0.0
5.87,2,33.81,0.0121212
1.77,2,139.98,0.0
5.73,2,296.88,0.0
4.03,2,273.97,0.0
4.13,2,256.78,0.0
5.07,2,10.53,0.0
0.23,2,99.98,0.0
8.03,2,223.97,0.0
0.33,3,216.14,0.0
2.0,2,31.88,0.0
3.4,2,139.98,0.0
4.6,2,40.24,0.0
0.7,2,158.99,0.0
5.53,2,114.31,0.0
5.47,2,220.41,0.0
0.13,2,25.98,0.0909727
5.33,2,21.99,0.0
2.87,4,141.24,0.0
0.27,3,99.97,0.0
5.93,2,32.98,0.0
7.7,2,99.98,0.02381235
6.3,2,189.98,0.0
2.67,2,77.46,0.0
3.2,2,39.94,0.13517165
5.77,3,139.97,0.0
4.27,2,45.98,0.0454821
5.53,2,255.0,0.0
4.4,2,279.98,0.0
5.97,2,89.97,0.0
5.4,2,46.79,0.0
6.0,2,41.92,0.0
6.8,3,160.24,0.0
4.03,2,455.93,0.0
5.97,2,19.01,0.0
2.2,2,128.94,0.0
5.73,2,60.54,0.0238171
0.67,4,195.94,0.0
2.97,2,249.49,0.0
3.37,2,127.98,0.0
6.5,2,264.98,0.0
1.0,2,199.95,0.0
6.23,2,181.98,0.0
5.67,2,19.94,0.0
0.8,2,119.98,0.0
5.17,2,289.98,0.0
5.5,2,59.98,0.0909366
6.43,3,443.96,0.0
0.27,2,31.03,0.0
5.5,2,273.97,0.09890345
5.07,2,287.96,0.0
6.2,2,211.54,0.0
3.9,2,59.98,0.0692904
8.0,2,104.96,0.0238186
0.47,2,19.98,0.0
0.53,2,153.96,0.02381435
5.9,2,289.98,0.0
5.8,2,100.68,0.0
7.03,2,27.98,0.0
0.37,2,130.8,0.0
5.4,2,287.96,0.0
5.03,5,131.95,0.00952506
6.03,2,30.15,0.0
0.8,2,58.96,0.0
2.33,2,197.4,0.07657805
0.03,3,56.97,0.0
1.77,2,9.98,0.0
5.63,2,60.86,0.0
0.43,2,92.98,0.09354095
6.07,2,85.98,0.12266465
3.53,5,327.1,0.00951706
2.0,3,481.96,0.0
3.03,2,129.99,0.0
6.63,2,114.77,0.0
1.73,2,25.99,0.0
1.83,2,15.47,0.0
2.6,2,262.31,0.03614545
4.63,2,135.98,0.0
5.77,2,259.98,0.0
6.0,2,51.72,0.0
0.9,2,36.98,0.0652384
4.6,2,69.07,0.0
2.8,2,37.68,0.0
5.13,2,547.94,0.0
4.77,2,66.53,0.0
4.33,2,28.54,0.0
0.17,5,202.85,0.0
2.13,2,47.65,0.0
1.07,2,125.98,0.0909222
3.1,2,29.97,0.0
6.33,2,88.4,0.0
0.13,2,101.37,0.0
2.87,2,60.85,0.0
5.6,2,33.18,0.0
4.8,2,177.85,0.0
1.27,2,25.99,0.0
4.43,3,489.96,0.02083463333
4.0,2,54.16,0.0
5.63,2,32.98,0.13241785
6.1,4,114.46,0.0
5.9,2,117.31,0.0
3.43,2,39.99,0.0
5.17,2,763.94,0.0
0.27,2,44.97,0.0
3.4,3,396.96,0.0
2.93,2,127.98,0.0
0.5,2,74.97,0.0
3.47,2,36.78,0.00997335
4.4,2,279.98,0.0
4.63,2,92.98,0.0634569
0.87,2,559.98,0.0666689
6.27,2,256.97,0.0
0.87,2,75.32,0.0
5.13,2,44.31,0.0
2.87,2,71.98,0.0
0.1,2,534.99,0.0
5.77,2,289.98,0.0
0.17,2,64.51,0.0
5.87,2,106.96,0.0
0.1,2,39.98,0.0
1.97,2,61.73,0.04884475
0.53,2,79.44,0.0
2.17,4,148.95,0.011906175
3.83,2,43.53,0.0
7.6,2,31.25,0.0
1.23,2,89.97,0.0
0.6,2,100.76,0.0
1.07,2,48.97,0.0
1.23,2,81.96,0.0
2.23,2,63.98,0.0
7.83,2,32.98,0.0
4.63,2,46.86,0.0
6.33,2,57.58,0.0
0.93,2,53.16,0.0
5.23,2,273.97,0.0
6.3,3,89.97,0.0909366
6.53,2,103.96,0.0630464
0.17,4,175.59,0.0
0.0,2,62.17,0.0
5.27,3,115.25,0.028490666669999998
5.4,2,42.12,0.0
3.03,2,105.21,0.0
4.27,3,459.97,0.0400016
4.1,2,92.98,0.0
6.47,3,116.49,0.0
3.3,3,409.97,0.0
0.53,2,89.78,0.10910195
5.07,2,149.99,0.0909146
6.07,2,66.97,0.0
4.47,2,287.96,0.0
0.37,2,269.98,0.058827
6.63,2,297.48,0.0
8.0,2,335.98,0.0
6.17,2,397.95,0.0
5.97,2,273.97,0.0
5.37,2,78.97,0.0
1.43,2,59.98,0.0
3.5,2,52.62,0.0
3.27,2,26.8,0.0
3.93,2,269.98,0.0
1.8,4,142.35,0.0275691
6.07,2,39.98,0.0
0.27,2,76.98,0.090937
5.83,3,385.96,0.0
3.07,2,95.98,0.09092815
0.47,2,299.98,0.0
0.3,2,175.96,0.0
1.07,3,291.27,0.0
6.47,2,35.98,0.047644300000000014
3.3,3,429.97,0.0
6.8,2,46.03,0.02006425
5.57,2,25.98,0.04548635
4.23,3,197.97,0.0
1.87,2,404.33,0.0
5.77,3,573.95,0.02793606667
2.1,2,37.98,0.0
2.5,2,122.98,0.0
1.47,2,234.98,0.0
5.67,2,77.97,0.13370945
5.57,2,213.97,0.0
4.07,2,79.96,0.0
1.07,2,19.98,0.0
6.47,2,215.97,0.12246985
0.43,3,99.59,0.0
1.57,2,86.98,0.0
4.13,2,67.5,0.0
5.57,2,60.71,0.0
2.1,2,25.98,0.0
0.2,5,266.88,0.0
4.37,2,51.35,0.0
1.7,2,92.25,0.0
6.57,2,279.98,0.0
1.1,2,84.28,0.0
1.97,2,70.98,0.0424929
6.0,2,88.98,0.0
1.87,2,38.08,0.0
8.7,2,527.56,0.0
5.8,3,425.88,0.08579516667000002
0.0,2,115.96,0.040008
7.43,2,239.98,0.0
3.4,3,111.97,0.0
1.3,2,80.47,0.0
2.27,2,29.99,0.0
3.23,2,31.98,0.0
0.07,3,138.66,0.01782913333
6.1,2,70.58,0.0195236
4.2,2,747.0,0.0
5.7,2,51.53,0.0413413
4.7,4,165.95,0.0
3.93,2,105.81,0.0
6.27,2,447.96,0.0
4.4,2,399.98,0.0
2.77,2,38.98,0.0
0.43,2,189.95,0.09701615
6.87,2,419.97,0.0
1.3,2,18.98,0.0
3.57,2,99.98,0.11905895
4.77,2,58.98,0.0
7.43,2,285.97,0.0
5.63,2,87.97,0.04546045
1.57,3,52.31,0.0
5.8,2,41.94,0.0454688
1.63,3,88.97,0.0
5.37,2,97.51,0.0
3.23,3,434.52,0.0
3.33,2,59.51,0.0
0.87,2,139.54,0.01111565
6.37,2,39.98,0.0
0.0,2,89.98,0.0
3.13,3,112.07,0.0
3.97,2,152.79,0.0
6.43,2,65.19,0.0
1.0,2,55.96,0.0
5.33,3,99.95,0.11224533332999999
2.1,2,132.97,0.0238135
1.83,2,127.9,0.0
6.43,2,71.98,0.0909321
5.53,2,315.96,0.0433576
8.0,2,154.18,0.0
4.53,3,64.97,0.0
6.07,3,22.98,0.0
0.53,2,146.17,0.0111245
0.97,3,60.95,0.0289981
3.53,3,171.75,0.10830710000000003
7.07,2,279.98,0.0
2.77,2,130.03,0.0
0.77,4,224.96,0.0504849
7.2,2,299.98,0.0
6.6,2,505.95,0.0
4.5,2,289.98,0.0
6.93,2,279.98,0.0
0.83,2,45.97,0.0
3.8,2,61.48,0.0
5.0,2,79.98,0.11833565
5.63,3,63.97,0.0
3.83,2,61.55,0.0
6.03,2,293.97,0.058827
7.3,3,65.95,0.0
0.53,3,89.84,0.0
1.53,2,114.99,0.0
4.2,2,207.82,0.0
1.83,2,149.14,0.0
0.1,2,60.74,0.0
2.83,2,70.94,0.0
2.57,2,36.81,0.0
5.67,2,299.98,0.0
5.5,2,78.57,0.0
3.83,2,799.8,0.0
4.7,2,62.98,0.045475199999999986
4.83,2,51.96,0.0
7.7,2,215.97,0.0
1.83,2,19.98,0.0
3.3,3,113.96,0.05596723333
7.37,2,68.84,0.0
8.07,2,253.99,0.0
7.3,2,419.95,0.0
5.97,2,213.97,0.0
1.8,2,92.01,0.079992
0.5,3,103.96,0.0
5.23,2,209.94,0.0
4.93,2,309.98,0.0
1.3,3,179.97,0.0
6.63,2,47.98,0.06524105
5.4,2,287.96,0.0
0.8,2,189.98,0.0
7.4,2,40.98,0.0
2.37,4,107.96,0.064413025
2.93,2,149.98,0.0
2.7,3,279.96,0.0
2.47,2,266.05,0.05557785
3.0,2,259.98,0.03571685
2.03,2,40.35,0.12377015
3.67,2,79.98,0.0
0.87,2,111.18,0.0
2.47,2,70.98,0.0
6.5,2,279.98,0.0
1.63,2,27.62,0.0
0.57,2,179.96,0.0
5.3,2,42.12,0.0
6.83,2,239.98,0.0
1.7,2,59.88,0.06929049999999999
3.7,2,19.98,0.0
6.17,3,223.95,0.0
7.4,2,291.96,0.0
0.37,2,39.98,0.0
2.57,2,51.98,0.0
7.23,2,25.98,0.0
5.33,2,82.98,0.07059875
4.83,2,52.98,0.0
7.6,2,79.96,0.0
4.4,2,299.99,0.0
6.13,2,53.42,0.0
2.13,2,53.31,0.0238478
6.37,2,34.34,0.0
6.63,2,44.85,0.0
5.87,2,53.97,0.0
3.7,3,80.97,0.03031136667
3.63,4,47.96,0.0
4.07,2,159.96,0.0
7.57,2,627.0,0.0
5.07,6,344.93,0.0
5.63,2,53.19,0.13060415
4.73,2,37.96,0.05150555
4.1,2,307.97,0.0
1.77,2,255.0,0.0520446
3.17,2,89.64,0.0
0.23,2,289.98,0.0
3.9,2,136.53,0.0
5.4,2,399.98,0.0454566
0.93,3,545.11,0.0
3.17,2,259.98,0.03571685
1.03,4,102.98,0.0
5.93,2,313.97,0.07143265
2.5,2,83.97,0.0
1.17,3,48.87,0.0
1.9,3,387.96,0.0222237
0.23,2,19.98,0.0
1.17,2,107.01,0.0
4.9,2,92.35,0.0
0.27,2,68.03,0.0
1.37,2,83.44,0.0999862
4.37,2,29.99,0.0909366
4.0,2,59.98,0.0454683
5.43,2,55.32,0.0
8.0,4,237.96,0.0
7.27,2,40.98,0.0
3.87,2,70.98,0.0
4.47,2,307.97,0.0
5.9,2,293.97,0.0
5.93,2,111.33,0.0
0.67,2,49.97,0.0707428
2.8,2,308.94,0.0608469
5.2,3,226.21,0.0
8.2,2,293.78,0.04592495
5.27,2,273.97,0.0
2.1,2,71.97,0.0
6.93,2,279.98,0.0
2.07,2,44.81,0.0
6.27,2,42.96,0.06527145
6.7,2,279.98,0.0
0.6,2,59.88,0.0
1.73,2,77.72,0.0
1.67,2,204.5,0.0
5.77,2,145.76,0.02384685
0.83,2,24.48,0.0
0.0,2,79.98,0.0
6.43,2,79.96,0.0
2.9,2,39.87,0.0
3.7,3,81.16,0.0
1.23,2,40.26,0.07575760000000001
5.03,2,35.16,0.0
8.1,2,39.98,0.045475199999999986
6.47,2,293.97,0.0
6.07,2,35.36,0.0
3.77,2,89.97,0.0
2.77,2,20.99,0.0869943
3.03,4,111.94,0.0
2.87,2,132.98,0.0
3.2,2,188.28,0.0
6.0,2,253.97,0.05555965
1.0,2,29.98,0.0
6.13,2,119.97,0.0
2.17,2,67.98,0.0
3.8,2,53.96,0.0
0.53,2,105.08,0.13136765
3.73,6,340.23,0.0
1.93,3,118.17,0.0
5.73,2,89.98,0.0
6.6,2,51.96,0.06794315
5.87,2,327.96,0.0419041
2.03,3,118.13,0.0
5.1,2,43.98,0.0
6.3,4,508.24,0.0
4.7,2,187.49,0.115392
6.4,2,199.98,0.0
3.8,3,148.33,0.04006413333
7.27,2,49.93,0.0
5.2,2,113.61,0.0
3.87,2,37.43,0.0
0.1,4,348.75,0.04762965
4.07,2,281.95,0.0
6.77,2,509.97,0.0
2.43,2,74.98,0.0
3.57,2,112.97,0.0
3.8,2,179.96,0.0
3.5,2,259.98,0.0
4.7,2,249.98,0.0912765
6.37,2,512.01,0.0
6.6,2,314.09,0.02345545
1.83,2,119.1,0.0
7.13,2,433.96,0.0
7.27,2,289.98,0.0
0.87,2,80.99,0.0
2.93,2,148.2,0.0
5.5,2,59.98,0.0
6.73,2,219.98,0.0
0.67,2,75.25,0.0
3.43,2,239.98,0.0384645
3.13,3,338.38,0.0
7.1,2,61.98,0.01923295
0.33,3,130.86,0.043482233330000016
3.37,2,89.98,0.0
6.0,2,201.97,0.0
6.87,2,32.97,0.0
4.13,3,126.06,0.0
6.53,2,79.98,0.12266465
5.87,2,217.97,0.0
0.73,2,182.97,0.0468937
5.8,2,34.94,0.04547335
8.17,2,239.88,0.0
6.9,2,239.98,0.0
5.43,3,148.03,0.0
8.03,3,147.96,0.0097113
2.67,2,49.61,0.12737065
1.4,2,21.98,0.0
3.7,4,342.95,0.032055400000000005
7.6,2,289.92,0.02381235
0.8,2,44.98,0.0
5.73,2,188.9,0.0
4.73,2,268.97,0.0
8.1,2,277.94,0.0
0.37,2,113.98,0.0
1.1,2,116.98,0.0454683
2.47,2,51.98,0.0
7.03,2,79.98,0.0
0.5,2,44.97,0.0
6.37,2,269.98,0.0
1.27,2,40.72,0.0
5.2,3,294.18,0.0
0.57,2,91.98,0.0454597
2.23,3,99.45,0.04619746666999999
7.53,2,289.46,0.0
3.8,2,37.94,0.0
4.37,2,87.45,0.0
6.2,2,64.19,0.0
0.1,2,82.82,0.0
2.03,2,68.83,0.0
4.73,2,149.99,0.0
1.77,2,53.57,0.00420355
4.93,2,266.97,0.0
1.27,4,197.97,0.0
5.1,2,287.96,0.04717575
0.5,3,407.69,0.09688656667000001
7.17,2,54.98,0.0
5.3,2,402.95,0.0
0.07,4,74.93,0.0
0.23,2,71.9,0.0327528
3.73,2,55.84,0.0
4.57,2,91.82,0.0
2.7,2,135.49,0.0
5.83,2,287.96,0.0
2.77,3,524.91,0.0
5.57,2,92.36,0.01744485
5.83,2,57.54,0.0
5.93,2,303.97,0.0
6.17,2,99.98,0.02381235
6.2,2,37.3,0.0
4.97,2,39.98,0.0
4.73,2,29.98,0.0
0.77,2,52.99,0.0
4.0,2,99.98,0.0
0.63,2,43.59,0.0
6.93,3,527.95,0.0
3.3,2,55.43,0.0
6.4,2,123.76,0.0
3.43,2,23.94,0.0
3.77,2,299.98,0.0
2.03,2,49.98,0.0
6.8,2,54.93,0.0
5.07,4,266.46,0.0
0.07,2,62.97,0.06929415
5.77,2,273.13,0.0
0.37,2,159.49,0.0
4.87,2,101.97,0.11905895
5.27,2,39.98,0.0
3.07,2,55.34,0.0
6.37,2,253.97,0.0
6.63,2,273.97,0.0
5.73,2,287.96,0.0
6.2,3,583.95,0.04409636666999999
0.5,3,58.97,0.0
0.23,2,259.98,0.0
2.0,2,88.06,0.0
7.47,2,252.98,0.0
4.13,2,41.98,0.0
4.93,2,95.68,0.0
7.3,2,287.97,0.0
3.57,2,16.98,0.0
6.43,2,109.97,0.0
1.2,2,47.98,0.0
5.53,4,544.93,0.0
7.6,2,205.93,0.0
7.0,2,72.94,0.0566477
4.43,2,129.99,0.0
7.73,2,59.98,0.0
7.2,3,100.32,0.0
5.83,2,273.97,0.04717575
5.73,2,327.96,0.0
0.33,3,257.96,0.0586145
1.43,3,177.39,0.0
6.0,3,346.36,0.0
6.2,2,289.98,0.0
4.1,2,49.98,0.0
5.5,2,201.76,0.0
4.83,2,92.22,0.046517800000000005
5.2,3,354.97,0.0
4.2,2,10.0,0.0
1.47,2,179.99,0.0
5.23,2,135.98,0.0
7.17,2,99.98,0.0454597
0.83,2,559.98,0.0666689
7.33,2,38.94,0.0
0.27,5,67.85,0.01818934
4.2,2,259.98,0.0
3.0,3,51.46,0.0
5.27,2,417.95,0.0
3.47,2,87.81,0.0
1.77,2,20.98,0.0
7.4,3,177.97,0.03030533333
1.07,2,47.97,0.0
3.27,2,89.97,0.0238171
6.23,2,263.97,0.0
5.97,2,66.29,0.0
3.13,2,259.98,0.0
0.8,2,131.98,0.0
5.47,2,277.97,0.0
3.33,2,401.94,0.0
0.43,2,37.62,0.0
6.4,2,94.34,0.13302285
0.47,2,133.96,0.0
0.93,2,211.97,0.0
6.73,3,713.94,0.0
7.5,3,59.94,0.0
5.43,2,24.99,0.0909422
2.1,2,46.08,0.0454657
7.73,3,152.84,0.0
7.03,2,235.04,0.0
1.63,2,47.99,0.0
4.57,3,431.94,0.02164783333
4.13,2,97.97,0.0
2.33,2,45.36,0.0
5.0,2,59.65,0.0
3.6,2,273.97,0.03571685
5.83,2,85.93,0.0
5.07,2,221.38,0.0
5.47,2,74.97,0.0
2.0,2,39.98,0.0
5.47,2,21.34,0.0
0.5,2,123.58,0.0
0.83,2,9.98,0.0
6.23,2,22.08,0.0
0.0,2,99.98,0.0
7.43,2,239.98,0.0
6.8,2,45.98,0.0
1.4,2,65.97,0.0
4.27,2,273.97,0.0
2.8,2,59.98,0.0
5.1,2,29.91,0.04545455
3.53,2,259.98,0.0
0.83,2,159.0,0.02564105
6.4,2,21.26,0.13047475
4.27,2,259.98,0.0
1.77,2,43.8,0.0
1.77,2,74.22,0.0
5.1,2,279.98,0.045457300000000006
0.97,3,99.97,0.06062180000000001
6.97,2,69.37,0.0
2.8,2,165.97,0.0
1.87,2,24.08,0.0
2.33,4,292.96,0.0
4.73,2,59.97,0.06929605
7.93,2,63.97,0.0
2.77,2,110.97,0.0
6.23,2,389.96,0.0
0.4,2,140.79,0.0
7.53,2,649.98,0.0
3.07,3,33.73,0.0
6.77,2,99.97,0.0361533
1.6,2,55.81,0.0
5.37,2,139.99,0.0
4.23,3,417.95,0.02164783333
4.87,3,189.86,0.0
5.6,2,76.98,0.06522735
4.17,3,83.96,0.0
6.17,2,293.97,0.0
1.93,2,66.1,0.0
7.73,2,51.76,0.02773725
6.8,2,58.97,0.040016
0.9,2,669.95,0.0
4.57,2,273.97,0.03571685
5.77,2,239.89,0.1127511
4.9,2,143.72,0.0
4.9,2,129.98,0.0
1.13,2,160.92,0.0
4.43,4,139.95,0.0
5.23,3,403.96,0.0
5.07,2,25.98,0.0
6.7,2,270.0,0.0
0.57,4,273.95,0.02381235
1.83,2,50.29,0.0
4.8,2,42.98,0.0
1.33,2,190.55,0.0
5.5,3,91.04,0.0
6.2,2,81.32,0.0
1.3,2,89.98,0.02830635
6.77,2,422.97,0.0
4.67,2,273.97,0.0
7.97,2,48.43,0.12233035
3.47,3,69.97,0.0
6.13,2,194.98,0.0
6.17,2,425.97,0.0
3.2,2,30.75,0.0
1.43,3,76.79,0.0
3.67,3,351.97,0.0
3.9,2,35.97,0.0
6.97,2,33.42,0.0
5.7,3,583.94,0.0
2.67,2,59.98,0.0
1.8,2,142.34,0.0
0.63,5,162.94,0.0
7.27,2,290.97,0.0
8.1,2,589.89,0.0
2.27,2,90.16,0.0
3.2,2,63.88,0.0
1.2,3,50.89,0.0
