R,F,M,C
7.83,2,38.97,0.0
11.17,2,70.11,0.0
5.3,2,84.78,0.0
2.5,2,202.5,0.0
1.7,2,31.98,0.0
11.93,3,67.64,0.0
14.23,2,63.52,0.0
11.0,2,135.97,0.0
15.97,2,287.54,0.0
5.57,3,29.28,0.0
9.3,2,210.77,0.0
11.1,3,55.97,0.0
4.2,4,673.93,0.0
6.17,3,48.97,0.0
8.7,2,253.89,0.0
5.57,2,104.64,0.0435237
1.57,2,74.92,0.0
5.63,2,19.98,0.0
14.67,2,77.97,0.0
11.0,2,435.98,0.0
5.83,2,56.52,0.0
5.93,2,55.33,0.0
15.2,2,35.98,0.0
7.9,2,607.97,0.0
1.9,2,119.98,0.02830635
6.97,2,539.8,0.0
2.7,2,46.87,0.0
7.77,2,66.04,0.0
2.67,2,534.22,0.0
2.67,2,149.98,0.0
2.8,2,18.78,0.0
0.4,3,93.47,0.0
3.87,2,266.97,0.0
5.47,2,57.98,0.0
12.5,4,143.89,0.0
6.8,2,289.98,0.0277793
6.23,2,209.98,0.0
7.73,2,638.04,0.0
3.3,2,92.78,0.06713125
6.03,2,249.97,0.0
6.13,2,44.16,0.0
6.1,2,122.8,0.0
11.7,2,31.98,0.0
16.17,2,333.97,0.0
6.2,2,79.98,0.2453293
7.17,2,79.98,0.0
4.03,2,189.98,0.0
10.87,2,41.97,0.1080232
3.6,2,262.39,0.0
1.93,2,99.98,0.083342
5.9,2,67.98,0.0
6.2,2,345.82,0.0426026
5.0,2,104.97,0.0
1.63,4,419.95,0.0
10.0,2,67.74,0.0
3.07,3,421.47,0.0222237
0.33,3,183.96,0.0
0.23,3,107.09,0.0
13.43,2,187.66,0.0
10.63,3,489.51,0.0
2.77,2,41.81,0.0
3.67,2,177.59,0.0
9.63,2,239.98,0.0
3.6,2,110.46,0.0
2.1,2,219.89,0.0
2.43,2,259.98,0.06522175
4.07,2,23.98,0.0
8.17,3,101.06,0.0
4.63,2,269.98,0.0
10.77,2,94.33,0.0
3.37,2,99.98,0.0454597
5.9,3,454.95,0.0
2.97,3,308.2,0.0
8.13,2,459.98,0.0
8.07,2,108.35,0.0219491
2.07,3,93.97,0.09339185
2.83,2,43.36,0.0
11.7,3,67.37,0.0
8.97,2,63.97,0.0
4.5,2,373.94,0.0
10.47,3,53.78,0.0
4.47,2,51.9,0.0
8.23,2,99.97,0.0
7.97,2,146.98,0.04546985
14.73,2,35.98,0.0
5.53,2,36.94,0.1423673
1.1,3,58.97,0.0
10.33,2,50.48,0.0588466
4.83,3,117.61,0.0
15.43,2,97.04,0.0
12.53,2,142.95,0.0
10.93,2,221.96,0.0909234
6.33,2,21.98,0.130538
0.37,2,39.96,0.0
0.03,2,129.97,0.0
14.57,3,402.15,0.0
14.87,2,283.29,0.0
0.23,2,39.78,0.0909506
1.87,2,99.98,0.02381235
5.27,2,35.98,0.0
15.9,2,352.7,0.00469945
4.07,2,288.48,0.0
14.77,2,75.98,0.0
5.77,2,287.96,0.0
16.47,2,100.78,0.0
1.53,2,60.06,0.020245
3.9,2,73.27,0.0
6.9,2,48.97,0.17944605
8.27,2,266.99,0.0716846
6.07,3,181.93,0.0
0.53,3,269.48,0.0
6.63,2,245.98,0.0
4.73,2,173.94,0.0
0.23,2,51.97,0.0
0.13,2,24.98,0.37486965
4.7,2,95.98,0.0
4.1,2,221.38,0.03247175
2.47,2,89.98,0.1408495
1.2,2,139.98,0.1250156
5.63,2,22.98,0.0
8.87,5,408.9,0.0
5.2,4,102.97,0.5
6.93,2,66.97,0.0
8.13,3,104.93,0.0
10.03,6,183.42,0.0
13.27,2,34.95,0.0
15.0,2,43.96,0.0
13.87,2,138.6,0.0
2.43,2,223.37,0.0
6.43,2,205.98,0.0
10.77,2,56.58,0.0
12.63,2,69.77,0.0
5.73,2,334.97,0.3012873
6.0,2,102.98,0.25
12.6,2,38.59,0.0
15.9,2,117.98,0.0
14.27,2,33.98,0.0
4.77,2,309.97,0.0
7.33,3,470.32,0.0
4.33,2,414.96,0.2827901
15.3,2,59.78,0.0
1.27,3,263.44,0.0
12.3,2,58.5,0.0
0.57,2,389.97,0.1428458
14.57,2,53.71,0.0
11.63,2,54.3,0.0
4.07,5,575.92,0.00906426
5.6,2,45.98,0.0
16.93,2,95.54,0.0
2.93,2,64.88,0.0
12.67,2,44.64,0.0
7.03,2,63.96,0.0
0.87,3,1089.94,0.26388366667
16.73,3,84.56,0.0
7.87,2,60.88,0.0
12.83,2,206.04,0.0
9.73,3,496.75,0.0
5.0,3,79.0,0.0
3.43,3,389.97,0.152147
3.63,2,37.98,0.0
10.4,2,30.97,0.0
0.97,2,389.96,0.2045118
6.37,2,238.0,0.0
2.27,2,147.58,0.0
2.93,2,53.81,0.0
14.87,2,146.35,0.0
4.73,2,149.98,0.0
7.03,2,180.93,0.0
5.5,2,889.95,0.17226925
4.0,2,399.96,0.0
15.73,2,54.0,0.0
4.3,2,149.98,0.1176609
8.43,2,413.96,0.2787399
9.83,2,60.77,0.0
2.93,3,99.98,0.0
1.07,2,269.97,0.0625078
11.47,2,239.85,0.0874406
0.93,2,359.97,0.16101635
14.83,2,41.66,0.0
7.17,2,52.98,0.0
9.83,3,231.47,0.0
4.03,2,45.97,0.25
2.1,2,214.97,0.0
14.73,2,47.87,0.0
13.8,2,51.25,0.0
9.17,2,166.98,0.0
0.03,3,199.48,0.0434596
9.0,2,59.19,0.0
4.07,2,164.95,0.1684461
14.8,2,59.4,0.0
9.03,2,203.07,0.0
10.23,2,72.23,0.0
0.27,2,56.97,0.0
8.37,3,136.93,0.0
10.23,2,32.49,0.0
4.0,3,139.47,0.0301479
3.73,2,87.36,0.0
3.77,2,62.84,0.0
10.6,2,46.33,0.0
7.23,3,61.55,0.0
0.73,2,409.97,0.2131503
7.83,2,64.27,0.0
7.53,2,161.98,0.0
3.2,2,184.98,0.0
6.43,2,60.3,0.0
5.8,3,85.0,0.0
3.37,2,589.96,0.0970087
4.53,3,289.97,0.25
5.77,2,279.96,0.05883045
6.2,2,349.97,0.25
3.87,2,329.96,0.0
7.6,2,93.6,0.0
5.83,2,48.74,0.0
6.73,2,50.2,0.0
5.73,2,399.97,0.25
14.73,2,202.97,0.1325304
4.93,2,319.98,0.25
11.47,2,89.04,0.0
5.37,2,409.96,0.0312539
15.3,2,116.98,0.0
4.67,2,59.98,0.0
12.13,2,68.98,0.0
0.93,2,71.39,0.0
15.57,2,111.36,0.0
1.43,2,173.04,0.0
3.93,2,156.98,0.0331358
10.53,2,69.09,0.0
15.5,2,139.51,0.0
5.87,2,21.97,0.0
16.7,2,93.24,0.0
16.13,2,75.67,0.0
3.53,2,25.98,0.0
1.57,5,203.71,0.0
1.67,2,199.74,0.0
4.6,2,279.98,0.0
2.17,3,27.33,0.0
6.43,2,479.97,0.0
13.03,3,76.38,0.0
6.1,2,379.98,0.0869603
4.03,4,899.93,0.125
5.4,2,453.97,0.07190845
2.57,3,139.97,0.11728946667000001
9.3,2,63.98,0.13527055
0.5,2,289.98,0.1213309
8.27,3,280.2,0.0
7.13,2,330.16,0.0
9.37,2,266.75,0.0
6.67,2,293.97,0.0
14.4,2,250.09,0.0
12.87,2,93.19,0.0
6.73,2,89.4,0.0
4.3,2,19.99,0.0
7.6,2,23.98,0.0
9.5,2,68.34,0.0
6.7,2,62.98,0.08714655
6.27,2,67.6,0.0
8.87,2,47.89,0.2222222
0.1,7,184.93,0.0
3.13,2,64.43,0.0
6.0,2,187.98,0.21609715
9.43,2,86.08,0.0
3.0,2,45.77,0.0
0.67,2,65.4,0.0
7.97,2,32.57,0.0
7.0,2,54.86,0.0
11.33,2,36.47,0.11580385
3.6,2,297.11,0.0
4.4,3,95.97,0.0
15.47,2,133.9,0.0
5.9,2,44.3,0.0
6.6,2,279.98,0.0
13.17,2,239.83,0.0
0.83,3,53.96,0.0
5.43,2,201.95,0.01435685
3.0,3,81.43,0.0317849
4.93,2,85.56,0.0
1.17,2,179.97,0.0428718
3.9,2,184.98,0.0
1.03,2,273.97,0.0
0.4,2,28.98,0.3541939
11.27,2,60.97,0.0
8.53,2,32.98,0.0
4.83,2,115.1,0.0
13.03,2,182.96,0.0
6.93,3,119.97,0.0
0.6,2,33.78,0.0
5.63,2,45.42,0.0
15.0,5,194.43,0.0
16.3,2,64.95,0.0
1.3,2,80.98,0.16067845
0.6,2,76.98,0.0238133
15.63,2,139.66,0.0
16.4,2,106.63,0.0
8.1,3,459.75,0.0
15.7,2,121.72,0.0
6.83,2,25.14,0.0
4.2,2,479.98,0.0
13.33,2,88.24,0.0
14.83,2,394.25,0.0254359
5.53,2,233.97,0.0
0.57,2,179.97,0.0
13.57,2,18.0,0.0
4.27,2,20.48,0.0
12.13,2,135.43,0.0805753
13.03,3,266.97,0.2104762
1.17,4,399.96,0.0
9.8,2,36.97,0.0
5.77,2,39.97,0.49417415
13.2,2,23.84,0.0
11.87,2,41.94,0.0
2.13,2,62.29,0.0
6.13,2,29.54,0.0
5.23,2,69.95,0.0
2.97,4,314.32,0.0
6.8,2,29.78,0.0
8.93,2,61.08,0.0
4.83,2,75.5,0.0
6.9,2,141.98,0.22490405
5.0,2,313.97,0.11160185
3.17,2,30.98,0.0
3.6,2,193.97,0.0
0.37,2,70.56,0.0
3.63,2,43.98,0.0
5.3,2,22.54,0.0455645
0.2,2,43.97,0.0
6.03,2,57.21,0.0
12.7,2,392.72,0.0
5.5,4,357.95,0.0129322
15.9,2,41.94,0.0
5.13,2,149.99,0.2021384
5.27,2,287.96,0.0
12.1,2,129.98,0.0
5.37,2,89.98,0.0
3.53,3,204.28,0.0
4.37,2,66.81,0.02385225
3.1,3,403.95,0.043481166669999995
0.03,2,149.9,0.0
11.2,2,95.96,0.0238194
4.37,2,313.97,0.0
7.03,2,949.9,0.15050115
0.2,2,53.38,0.0370518
12.6,3,269.97,0.0303061
0.57,3,129.69,0.0
6.47,3,204.97,0.13046793332999998
6.33,2,59.98,0.0
5.07,2,159.98,0.0789557
8.83,2,144.98,0.1129105
13.33,2,56.98,0.0
0.93,2,28.16,0.0
0.4,2,54.19,0.0
7.73,2,37.98,0.0
0.3,2,9.99,0.0909918
0.5,4,45.96,0.0
2.7,2,11.27,0.091129
14.4,2,83.15,0.0
9.43,2,19.98,0.0
4.3,4,659.95,0.0
5.57,2,288.52,0.0
3.3,2,540.49,0.0
4.77,2,79.98,0.0
5.6,2,363.09,0.0
3.43,2,256.95,0.0
2.27,2,299.98,0.0909146
0.23,3,75.96,0.043491766669999994
2.47,2,32.59,0.03439155
7.03,3,185.76,0.0
3.3,3,174.28,0.0
15.13,2,59.98,0.0454683
2.43,2,12.98,0.16680565
0.0,2,81.99,0.04544825
8.07,2,73.98,0.1106984
0.53,2,25.95,0.0
6.1,2,317.96,0.0
11.97,2,222.89,0.0
9.6,2,59.98,0.0
3.37,2,239.97,0.0
13.67,2,72.76,0.0316813
4.63,5,260.95,0.0
3.53,5,292.34,0.0
8.77,3,56.96,0.0
3.6,2,199.98,0.0
0.4,2,129.98,0.0
7.23,2,279.98,0.0
2.87,3,147.93,0.0
0.97,2,109.76,0.0
6.47,2,74.97,0.0
3.93,2,161.97,0.0
11.17,2,165.11,0.0
12.87,2,111.98,0.0
0.6,2,60.9,0.0
8.4,3,58.88,0.0
10.0,2,50.12,0.0
11.33,2,71.98,0.0
7.8,4,1012.94,0.0
1.23,3,246.97,0.0
11.6,3,529.86,0.0
4.47,2,99.98,0.0
8.3,2,91.98,0.0
7.07,2,45.1,0.0
4.8,2,185.97,0.0
4.63,4,123.96,0.011906175
14.03,2,39.96,0.0
6.87,2,85.76,0.0
15.13,2,56.19,0.0
2.8,2,79.99,0.0
9.67,2,30.37,0.0
8.9,2,9.98,0.0
1.5,2,22.98,0.0
2.23,9,360.7,0.0
8.5,2,139.9,0.0
0.33,2,31.98,0.0
11.77,2,160.22,0.0
3.87,2,36.33,0.0
2.23,2,291.56,0.0
3.8,2,40.57,0.0
6.6,2,279.98,0.0
5.17,3,103.97,0.0
7.83,3,196.96,0.0
2.37,2,59.38,0.0
0.33,2,304.96,0.0762597
5.87,2,313.97,0.0
15.13,2,34.98,0.0
5.07,2,78.97,0.0
13.0,2,424.63,0.0
7.9,2,309.97,0.0
8.67,2,73.4,0.0
4.33,2,159.99,0.0
6.87,2,55.87,0.0
2.47,2,0.0,
12.97,3,102.52,0.0
0.93,2,44.98,0.0
8.53,2,115.97,0.0
5.47,2,104.98,0.0238119
0.1,2,478.99,0.0
3.4,2,62.53,0.0
2.17,2,159.96,0.0
3.43,2,93.42,0.0
16.77,2,26.93,0.0
0.97,2,125.98,0.0
2.4,4,461.95,0.022728825
8.43,3,33.97,0.0
5.03,2,99.97,0.0
14.4,2,150.98,0.0
7.93,2,353.42,0.0
2.77,3,569.95,0.1875013
9.6,3,397.91,0.0
11.8,2,458.32,0.10293885
2.73,2,25.46,0.0
6.1,2,91.02,0.0
10.87,3,53.6,0.0
6.3,3,80.51,0.0
7.5,2,159.98,0.03333555
4.93,3,384.97,0.0
3.6,2,273.97,0.0
9.6,5,272.9,0.03334362
6.43,3,419.97,0.0
1.8,3,104.31,0.0
6.33,2,239.98,0.0
2.73,5,505.22,0.01614634
3.27,2,135.16,0.0
6.07,2,51.96,0.0
5.93,5,979.92,0.01986886
14.6,2,83.98,0.0909288
13.27,2,66.98,0.04167825
4.2,2,37.97,0.0
1.8,2,82.98,0.0
3.33,2,275.72,0.03381805
17.07,2,89.62,0.0
11.8,2,193.97,0.0
9.9,2,94.98,0.0454597
4.3,3,171.27,0.0
6.1,3,133.45,0.0
3.9,2,77.77,0.0
11.97,2,71.98,0.0
11.3,2,43.97,0.0
2.3,3,439.61,0.043463366669999996
0.13,2,68.87,0.06547775
0.33,2,39.97,0.0
6.93,3,407.95,0.0
1.4,3,111.97,0.0158749
2.67,3,219.72,0.0
1.5,2,37.98,0.2222068
13.27,2,41.2,0.0
2.63,2,39.09,0.0
5.23,2,27.58,0.0
6.87,2,86.34,0.0
4.83,2,86.98,0.04546005
9.4,3,329.97,0.0
4.83,2,35.98,0.3572705
11.9,2,65.62,0.0
4.73,2,273.97,0.0
2.87,3,329.97,0.0
1.7,2,25.31,0.16688955
4.23,2,329.97,0.0
10.9,2,251.97,0.0
8.77,2,25.33,0.0526316
0.73,2,149.5,0.0
3.37,2,64.98,0.04546635
2.83,2,329.98,0.0
2.13,2,38.98,0.14637715
6.23,2,365.94,0.0145652
6.47,2,68.15,0.0
8.27,2,60.72,0.0
8.37,4,1679.79,0.090912225
13.43,2,42.65,0.0
0.0,2,200.0,0.0
3.3,2,629.95,0.034647
7.0,2,308.88,0.0
5.07,2,266.97,0.0
10.47,2,63.97,0.16669935
6.77,2,189.98,0.0
8.53,2,66.98,0.0
5.67,2,303.97,0.0
10.33,2,14.98,0.0
6.3,2,119.97,0.083342
7.27,2,279.98,0.0
13.13,2,46.98,0.0
6.17,2,143.96,0.0
10.2,2,91.38,0.0293455
2.37,2,59.37,0.0
5.77,3,50.98,0.0
6.0,2,151.03,0.0
0.6,2,86.82,0.0
5.8,2,293.97,0.0
5.67,2,199.96,0.0
4.73,2,139.98,0.0849186
12.7,2,35.08,0.0
1.77,2,58.66,0.07142855
4.53,2,89.98,0.0
5.23,2,287.96,0.03247175
4.8,2,213.97,0.0
7.3,2,126.28,0.0
6.2,2,126.96,0.0
2.97,3,649.95,0.03615783333
-0.03,6,109.94,0.0
6.23,5,98.35,0.0
14.53,2,20.98,0.0
8.83,2,122.98,0.02830635
15.3,2,117.63,0.0072978
7.43,3,208.66,0.0
16.43,2,70.97,0.0
2.13,2,32.96,0.0
14.8,2,155.77,0.0
9.9,3,324.75,0.0
9.63,2,42.94,0.0
1.67,3,119.97,0.0
6.27,2,559.96,0.25
5.17,2,21.34,0.0
0.2,2,123.08,0.0
5.57,2,152.39,0.0
0.4,2,56.64,0.0
10.33,3,449.97,0.0
12.17,2,29.58,0.0
16.93,2,72.62,0.0
10.87,2,40.51,0.0
2.4,2,259.0,0.0512821
1.37,2,56.88,0.0
6.83,2,66.44,0.0
4.8,2,159.02,0.0
0.47,2,242.83,0.0
5.83,2,570.93,0.02595425
9.9,3,51.96,0.11825116667000002
17.03,2,21.06,0.0
0.57,5,204.38,0.0
11.73,3,57.32,0.0
4.93,2,119.97,0.0370439
15.3,2,76.03,0.0
4.07,2,86.98,0.04762955
16.03,2,255.97,0.0572563
5.1,2,29.99,0.0
15.73,2,67.54,0.0
6.23,2,347.95,0.02336775
1.63,3,59.93,0.0
5.9,2,127.75,0.0
4.37,2,122.98,0.06927455
0.33,3,239.97,0.046181366669999994
14.8,2,56.98,0.0
16.7,2,117.18,0.0
10.1,2,93.8,0.0
7.4,2,136.65,0.0
5.53,2,79.98,0.0476304
7.63,2,55.89,0.0
4.73,2,159.99,0.0
13.43,2,205.54,0.1000084
7.17,2,271.66,0.0
4.67,2,33.46,0.0
14.4,3,218.79,0.0
12.83,2,57.98,0.0
1.57,2,92.98,0.0909285
16.3,3,68.96,0.0
7.53,2,417.69,0.0166789
14.5,2,19.18,0.0
3.63,4,575.96,0.016667775
8.57,2,2509.83,0.04761935
10.33,3,55.46,0.0
14.67,4,198.32,0.0
4.53,2,76.97,0.0
11.37,3,68.97,0.0
1.5,3,1339.9,0.0
16.37,2,209.97,0.0
6.93,4,277.66,0.0
12.13,2,25.9,0.0
0.33,2,79.52,0.0412004
6.4,2,275.97,0.0
14.3,2,30.88,0.0
5.1,3,45.97,0.0
16.4,2,38.47,0.0
4.2,2,160.22,0.0
0.97,2,69.99,0.2890085
7.03,2,54.04,0.0
8.67,2,67.97,0.0295534
14.6,2,188.96,0.1972892
15.07,2,95.98,0.0857306
1.57,4,250.14,0.0
5.4,3,457.95,0.0
6.4,2,250.99,0.0652174
15.97,2,170.97,0.0909236
13.03,2,99.97,0.0
5.73,3,79.72,0.0
6.43,2,279.98,0.0
2.37,2,55.85,0.31078455
4.8,6,969.89,0.0
1.97,2,193.83,0.0
2.27,2,275.96,0.04546045
3.37,2,76.74,0.06573585
0.23,2,69.98,0.04546635
0.03,3,43.97,0.3610945
3.47,2,149.98,0.0
17.07,2,86.97,0.03798415
4.43,5,227.95,0.04314102
13.63,2,8.86,0.0
0.63,28,2083.96,0.0
5.37,2,389.97,0.0400032
5.83,2,152.3,0.0
10.87,3,84.98,0.0
15.5,2,20.98,0.0
8.8,2,71.98,0.0
8.9,3,97.62,0.0
12.23,2,65.96,0.0
11.2,2,65.84,0.0
15.17,2,66.08,0.0
4.27,2,289.96,0.27460915
8.33,2,20.09,0.0
5.03,2,176.97,0.0433452
8.73,2,63.99,0.0
3.03,2,199.96,0.0
15.33,2,20.98,0.0
10.93,3,191.27,0.0
9.43,2,147.8,0.0
8.07,2,339.98,0.0
2.63,2,419.96,0.0400629
4.57,2,139.98,0.1250156
7.9,2,102.05,0.0
15.9,2,109.97,0.0
6.13,2,85.23,0.0
1.43,3,149.98,0.1176609
7.97,5,174.26,0.0
1.87,2,59.98,0.0
8.2,2,73.98,0.0
4.7,2,299.96,0.0
5.53,2,70.93,0.0
4.43,2,98.75,0.0
17.13,2,69.0,0.0
7.17,2,74.13,0.0
3.2,2,109.16,0.0
0.7,2,17.98,0.0
1.43,2,265.91,0.11004675
5.63,2,71.98,0.0236898
9.43,2,14.98,0.0
13.67,2,191.13,0.0
15.93,2,353.97,0.0
4.9,2,159.99,0.0
8.5,2,35.98,0.0
1.27,2,75.58,0.0
9.03,2,123.94,0.0
16.37,2,142.96,0.0
16.87,2,116.36,0.0
8.47,2,85.92,0.0
1.57,2,89.97,0.4166984
13.23,2,56.97,0.0
1.1,2,18.09,0.0
1.5,2,120.85,0.0
11.57,2,14.71,0.0
1.73,2,134.4,0.0
2.83,2,42.77,0.0
4.77,2,319.98,0.0
12.7,2,875.84,0.0
16.87,2,44.97,0.0
2.13,2,129.99,0.1333422
4.4,4,639.95,0.09522446667000001
4.83,2,389.97,0.1521654
6.93,3,220.61,0.0
4.57,2,279.98,0.0
9.8,3,88.2,0.0
9.97,2,51.98,0.0
2.73,3,75.92,0.0
6.1,2,356.96,0.13936995
2.17,4,121.72,0.0
4.5,3,117.46,0.0
4.13,3,159.99,0.0
9.2,2,117.32,0.0
7.37,2,47.01,0.0
7.1,3,100.08,0.0
13.6,2,63.63,0.0
16.5,2,118.36,0.0
7.4,2,68.08,0.0
12.43,2,72.03,0.0
11.0,2,159.12,0.0
13.2,2,26.96,0.0
5.4,6,167.43,0.12502085
10.53,2,20.58,0.0
13.37,2,163.98,0.0
14.93,2,95.97,0.0
4.53,2,279.98,0.0
8.97,2,91.66,0.0
5.2,2,463.99,0.2402024
4.7,3,133.45,0.0
5.2,2,42.6,0.0
3.27,2,179.96,0.16669445
16.33,2,39.98,0.0
11.17,2,59.98,0.0
2.33,2,369.97,0.19895355
12.53,3,88.6,0.0
5.57,2,143.04,0.0
6.6,2,459.97,0.1805649
16.27,2,255.72,0.0
3.4,4,144.99,0.01163485
8.13,2,75.34,0.0
14.53,2,119.98,0.0
15.57,2,207.53,0.0
11.53,2,115.14,0.0
6.2,2,267.22,0.0
9.67,2,62.97,0.0
7.03,2,90.04,0.0
11.07,2,87.12,0.0
4.93,2,42.98,0.0
1.17,2,45.49,0.0
11.73,2,48.57,0.0
0.57,10,288.9,0.0
2.57,2,72.33,0.0
3.17,2,55.99,0.0
7.0,2,45.02,0.0
9.2,2,28.46,0.0
13.93,2,30.82,0.0
3.53,2,259.98,0.0
8.13,2,38.98,0.0
10.73,2,81.48,0.02378015
10.67,2,71.98,0.0
2.73,2,75.73,0.0
13.0,3,121.42,0.0
8.73,2,30.97,0.0
5.8,2,76.98,0.1421585
2.27,2,64.06,0.01958095
12.93,2,34.42,0.0
6.23,2,273.97,0.0
13.47,2,143.96,0.0
4.43,2,29.75,0.0
11.73,2,234.89,0.0
5.53,2,62.6,0.0
10.73,2,119.87,0.0
1.57,3,124.54,0.0555979
14.73,2,58.21,0.0
5.6,9,604.71,0.15783985556
1.2,2,92.23,0.02406905
0.67,2,21.22,0.0
7.33,3,119.95,0.0
5.63,2,299.97,0.0
12.6,2,31.98,0.0454804
10.07,2,59.89,0.0
9.63,2,232.62,0.0
3.43,5,204.31,0.0
6.23,2,278.97,0.0
-0.03,2,184.98,0.0
15.6,2,319.98,0.0
13.4,2,163.56,0.0
14.37,3,85.94,0.02122733333
6.7,2,242.98,0.0
4.23,2,29.99,0.0
6.67,2,589.97,0.0254246
14.83,2,175.26,0.0
6.2,3,355.97,0.03448513333
5.1,2,20.99,0.0
6.9,2,62.97,0.0
5.97,2,65.86,0.0
5.57,2,194.56,0.0
12.57,3,121.68,0.0
0.97,2,158.5,0.0
3.17,3,165.97,0.0
16.73,2,93.34,0.03846915
14.0,2,164.87,0.0
4.23,7,1445.89,0.0
1.77,5,200.07,0.0
2.47,2,37.65,0.0
7.0,2,195.69,0.0
1.9,2,60.19,0.0
2.83,2,85.98,0.0454611
11.2,2,35.98,0.0833699
5.07,2,289.96,0.045438
2.4,2,71.98,0.04546745
10.8,2,131.24,0.0
0.77,2,44.97,0.0
10.8,2,44.38,0.02382255
0.4,2,220.73,0.0
1.5,2,43.98,0.111142
1.9,7,115.77,0.0
6.3,2,73.98,0.04546145
14.63,2,60.8,0.0
13.67,2,62.42,0.0
13.53,2,27.98,0.0
2.1,4,99.95,0.0
3.17,3,53.72,0.0
5.67,2,23.98,0.25
1.17,2,379.49,0.0
0.6,2,161.44,0.0
5.97,2,23.22,0.0455665
3.03,2,298.48,0.03125585
15.37,2,106.76,0.0
9.47,2,84.3,0.1191223
17.03,2,40.83,0.0
12.83,2,82.98,0.0
13.4,2,374.97,0.028304
1.63,2,41.77,0.0
0.7,2,69.98,0.0
2.8,2,159.49,0.02564105
16.5,2,26.45,0.0
9.13,2,125.98,0.0
0.3,2,85.39,0.0
15.23,2,179.98,0.0
6.27,2,269.9,0.0
7.8,2,40.98,0.0
11.43,2,57.98,0.0
4.67,2,73.95,0.0
8.9,2,27.98,0.0
4.9,4,477.81,0.025005
2.43,2,409.45,0.0
4.03,2,17.98,0.0
10.23,6,186.9,0.0
10.5,4,699.95,0.0
4.7,2,259.98,0.0
4.5,3,579.01,0.0
12.47,2,49.98,0.0
5.63,2,55.98,0.0
7.77,2,251.97,0.0
12.87,2,49.98,0.0
10.37,2,59.74,0.0
8.13,2,127.58,0.0
16.67,2,35.98,0.0
13.73,2,179.98,0.2157051
1.8,2,57.13,0.0
0.97,6,614.66,0.0
15.27,2,29.08,0.0
5.4,2,262.32,0.0
1.77,2,379.98,0.0500025
1.53,2,53.63,0.0
2.83,2,24.98,0.37262555
2.13,2,105.97,0.0
1.83,3,71.77,0.06588676667
11.23,2,145.78,0.0
1.13,2,33.74,0.0
15.7,2,175.74,0.0
1.13,3,217.86,0.05263156667
16.93,2,63.03,0.0
12.8,2,119.58,0.0
6.43,2,24.98,0.0
11.53,2,22.58,0.0
14.8,3,479.96,0.0
2.03,2,123.98,0.0
0.07,2,38.97,0.06671115
6.8,2,653.97,0.0
13.7,2,59.98,0.0
4.03,3,207.94,0.0
0.37,2,135.98,0.1304515
14.73,4,142.75,0.0
5.77,2,19.98,0.0
7.93,2,46.98,0.0
5.87,2,55.35,0.08333335
7.0,2,318.64,0.0
13.93,2,26.01,0.0
14.93,2,102.25,0.0
11.27,4,164.97,0.0
6.13,2,51.98,0.0
10.23,2,34.08,0.0
12.9,2,30.25,0.0
15.53,2,72.98,0.0
4.33,2,122.98,0.0
3.3,2,51.88,0.0
16.13,2,69.93,0.0
13.73,2,113.98,0.0
3.9,3,393.96,0.0
15.77,2,90.63,0.0
11.37,2,507.97,0.0
1.57,3,745.46,0.0
2.67,2,330.34,0.0
3.1,2,59.98,0.0
1.3,2,78.09,0.01732015
6.3,2,258.47,0.0372947
8.7,2,33.88,0.0
16.3,2,21.78,0.0
12.13,4,529.18,0.009699075
3.33,3,259.98,0.0
6.37,2,57.42,0.0238806
2.4,2,209.98,0.0869641
7.33,2,303.96,0.0
5.93,2,267.96,0.0
14.6,2,21.18,0.0
9.7,2,25.46,0.0
3.03,2,19.98,0.0
1.67,2,23.98,0.3335239
2.6,2,120.82,0.0
5.73,2,287.96,0.0
13.57,2,33.98,0.0
0.03,2,32.98,0.28222095
13.0,2,35.96,0.0
1.0,2,78.96,0.0
9.1,2,69.15,0.0
2.2,2,99.24,0.02285205
4.83,2,299.98,0.0454573
2.67,2,25.98,0.0
1.0,3,132.97,0.0
0.1,4,222.46,0.0
3.47,3,396.96,0.0
0.47,2,422.6,0.0265252
5.13,3,80.98,0.2435524
4.03,2,222.93,0.08844035
11.5,2,579.9,0.0
8.87,2,59.98,0.0
9.87,2,19.98,0.0
12.27,2,41.94,0.0
5.63,2,36.86,0.0
1.5,2,15.41,0.0
12.1,2,118.79,0.0
1.4,5,999.8,0.00423678
6.27,2,439.97,0.0
2.37,2,89.95,0.26498195
1.2,2,294.46,0.08333335
7.6,2,79.98,0.0
14.73,2,117.97,0.00344215
3.47,2,29.98,0.0
16.4,2,17.18,0.0
0.13,2,41.94,0.04553415
11.2,3,230.96,0.0
3.7,2,229.98,0.0
12.73,4,213.94,0.0238304
1.3,2,45.97,0.0
6.57,2,52.25,0.0
3.37,2,239.98,0.0384645
16.03,2,71.54,0.0
4.3,2,159.99,0.0
0.57,5,119.57,0.0
4.27,2,313.97,0.0
6.63,2,49.97,0.0
1.9,5,643.95,0.0
2.13,2,65.97,0.0
7.87,2,265.98,0.0
7.23,3,155.51,0.0
10.73,3,144.88,0.0
0.57,2,91.77,0.0
16.37,2,126.91,0.0063323
10.83,3,65.85,0.0
15.5,2,41.49,0.0
5.13,2,322.59,0.0
12.9,2,52.98,0.0
7.57,2,253.97,0.0
0.93,2,54.97,0.0
